Data Solicitacao;Data Aprovacao;Data Programada;Data Recebimento;Numero Solicitacao;Cod Cliente;Razao Social;UF Cliente;Qtd. Cartuchos;Cod. Categoria;Desc. Categoria;Transportadora;Status
10/23/2014;10/23/2014;10/24/2014;12/30/2014;C14100011535;1001;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;1000;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
11/05/2014;11/05/2014;11/06/2014;12/30/2014;C14110000889;1001;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;440;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
11/12/2014;11/13/2014;11/14/2014;12/30/2014;C14110004361;1001;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;300;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
11/18/2014;11/18/2014;11/19/2014;12/30/2014;C14110006577;346;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;166;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
07/28/2014;07/28/2014;07/29/2014;09/29/2014;C14070012881;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;1143;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
09/17/2014;09/17/2014;09/23/2014;10/27/2014;C14090006887;1001;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;950;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
09/19/2014;09/22/2014;09/24/2014;10/27/2014;C14090007859;1001;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;200;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/02/2014;10/02/2014;10/02/2014;10/02/2014;C14100001300;1001;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;55;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/07/2014;10/07/2014;10/09/2014;10/28/2014;C14100002897;1001;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;650;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
03/14/2014;03/17/2014;03/18/2014;04/23/2014;C14030003768;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;128;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
03/26/2014;03/27/2014;03/28/2014;07/16/2014;C14030008727;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;725;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
05/16/2014;05/19/2014;05/19/2014;08/06/2014;C14050006592;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;1037;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
05/16/2014;05/19/2014;05/19/2014;08/04/2014;C14050006673;346;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;102;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
06/03/2014;06/04/2014;06/05/2014;08/06/2014;C14060002964;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;479;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
07/05/2013;07/10/2013;07/22/2013;08/09/2013;C13070002390;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;656;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
09/20/2013;09/23/2013;09/25/2013;10/16/2013;C13090006358;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;1336;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
11/08/2013;11/11/2013;11/13/2013;01/13/2014;C13110002212;552;Tribunal de Justiça do Estado do Rio de Janeiro;RJ;1598;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
05/08/2013;05/09/2013;05/14/2013;05/31/2013;C13050002661;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;96;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/18/2013;06/19/2013;06/24/2013;07/01/2013;C13060005612;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;102;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/23/2013;08/26/2013;08/29/2013;09/02/2013;C13080008102;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;54;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/26/2014;02/27/2014;02/28/2014;04/02/2014;C14020012209;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;68;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/10/2014;09/11/2014;09/22/2014;11/10/2014;C14090004248;379;SOLUTION AUTOMAÇAÕ EMPRESARIAL LTDA;SP;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/27/2013;11/27/2013;11/28/2013;01/16/2014;C13110009306;364;Rossi Residencial S/A;SP;55;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
03/28/2014;03/28/2014;03/31/2014;04/29/2014;C14030010039;364;Rossi Residencial S/A;SP;48;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
08/29/2014;09/01/2014;09/01/2014;10/01/2014;C14080010288;364;Rossi Residencial S/A;SP;66;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
09/11/2014;09/12/2014;09/15/2014;11/10/2014;C14090005058;1022;Rossi Residencial S/A;SP;28;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
11/25/2014;11/26/2014;11/27/2014;01/05/2015;C14110010175;1022;Rossi Residencial S/A;SP;22;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
07/10/2014;07/11/2014;07/11/2014;10/01/2014;C14070003890;992;Cearacom Serv. e Com. de Tecnologias Ltda - ME;CE;88;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/01/2013;04/02/2013;04/03/2013;05/07/2013;C13040000330;453;Rossi Regional São Paulo;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
11/01/2013;11/01/2013;11/05/2013;12/03/2013;C13110000198;453;Rossi Regional São Paulo;SP;30;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
05/22/2013;05/22/2013;05/31/2013;07/01/2013;C13050007205;391;Itazi Engenharia;sp;100;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
08/12/2013;08/13/2013;08/21/2013;08/23/2013;C13080004883;391;Itazi Engenharia;sp;50;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
10/01/2013;10/02/2013;10/04/2013;10/21/2013;C13100000152;391;Itazi Engenharia;sp;60;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
12/06/2013;12/09/2013;12/10/2013;01/16/2014;C13120002339;391;Itazi Engenharia;sp;33;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/24/2013;04/25/2013;05/02/2013;06/03/2013;C13040009043;393;OPTIMA DO BRASIL MAQUINAS DE EMBALAGEM LTDA;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/27/2013;06/27/2013;06/28/2013;06/28/2013;C13060010373;393;OPTIMA DO BRASIL MAQUINAS DE EMBALAGEM LTDA;SP;21;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
01/10/2014;01/13/2014;01/20/2014;02/19/2014;C14010002804;399;Office Total S.A.;RJ;400;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
03/21/2014;03/21/2014;03/21/2014;07/21/2014;C14030006600;399;Office Total S.A.;RJ;190;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/29/2014;05/29/2014;05/30/2014;07/14/2014;C14050013025;399;Office Total S.A.;RJ;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/11/2014;06/13/2014;06/16/2014;08/06/2014;C14060007257;399;Office Total S.A.;RJ;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/14/2014;07/15/2014;07/15/2014;08/06/2014;C14070006059;399;Office Total S.A.;RJ;150;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/31/2014;07/31/2014;08/03/2014;08/28/2014;C14070014906;399;Office Total S.A.;RJ;250;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/08/2014;09/09/2014;09/09/2014;10/27/2014;C14090003004;399;Office Total S.A.;RJ;125;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/06/2014;10/07/2014;10/08/2014;10/28/2014;C14100002625;399;Office Total S.A.;RJ;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/30/2014;10/31/2014;11/03/2014;12/01/2014;C14100014550;399;Office Total S.A.;RJ;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
11/18/2014;11/24/2014;11/25/2014;12/29/2014;C14110006810;399;Office Total S.A.;RJ;102;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/28/2014;02/28/2014;03/03/2014;04/22/2014;C14020013523;404;Office Total Sol. em Tec. p/ Esc.Ltda-Vitória;ES;448;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/25/2014;09/29/2014;10/01/2014;10/27/2014;C14090010051;404;Office Total Sol. em Tec. p/ Esc.Ltda-Vitória;ES;165;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
04/24/2013;04/25/2013;04/29/2013;06/04/2013;C13040008667;433;COPFAC MAQUINAS LTDA;SP;270;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/18/2013;06/19/2013;06/24/2013;07/16/2013;C13060005450;433;COPFAC MAQUINAS LTDA;SP;243;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/28/2014;10/29/2014;10/29/2014;12/03/2014;C14100013589;433;COPFAC MAQUINAS LTDA;SP;64;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/31/2014;08/01/2014;08/04/2014;10/07/2014;C14070015716;433;COPFAC MAQUINAS LTDA;SP;198;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/01/2014;09/01/2014;09/01/2014;12/03/2014;C14090000250;433;COPFAC MAQUINAS LTDA;SP;241;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/30/2014;10/01/2014;10/01/2014;12/03/2014;C14090011104;433;COPFAC MAQUINAS LTDA;SP;232;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/09/2014;06/09/2014;06/09/2014;07/24/2014;C14060005807;433;COPFAC MAQUINAS LTDA;SP;127;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/27/2014;06/30/2014;06/30/2014;08/04/2014;C14060009543;433;COPFAC MAQUINAS LTDA;SP;80;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/10/2014;07/11/2014;07/13/2014;08/28/2014;C14070004196;433;COPFAC MAQUINAS LTDA;SP;73;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/13/2014;05/14/2014;05/14/2014;07/21/2014;C14050004700;433;COPFAC MAQUINAS LTDA;SP;454;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/28/2014;05/28/2014;05/28/2014;07/24/2014;C14050012649;433;COPFAC MAQUINAS LTDA;SP;51;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/16/2013;08/16/2013;08/19/2013;09/02/2013;C13080006401;433;COPFAC MAQUINAS LTDA;SP;238;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/09/2013;09/10/2013;09/17/2013;09/23/2013;C13090002522;433;COPFAC MAQUINAS LTDA;SP;239;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/28/2013;10/28/2013;10/31/2013;12/03/2013;C13100008803;433;COPFAC MAQUINAS LTDA;SP;195;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/20/2014;05/21/2014;05/22/2014;07/16/2014;C14050009001;927;TRT RIO DE JANEIRO;RJ;2172;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/16/2014;10/17/2014;10/17/2014;12/01/2014;C14100009476;927;TRT RIO DE JANEIRO;RJ;500;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
04/17/2013;04/18/2013;04/22/2013;05/07/2013;C13040006290;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;220;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/03/2013;06/03/2013;06/10/2013;07/01/2013;C13060000300;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;90;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/03/2013;06/04/2013;06/17/2013;07/01/2013;C13060000653;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;Sp;16;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/06/2013;06/07/2013;06/17/2013;07/01/2013;C13060002354;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;Sp;14;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/14/2013;06/17/2013;06/20/2013;07/15/2013;C13060004055;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;Sp;70;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
11/25/2014;11/26/2014;11/27/2014;01/05/2015;C14110010418;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;43;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/10/2014;06/10/2014;06/16/2014;07/01/2014;C14060006285;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;161;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/26/2014;06/27/2014;06/27/2014;08/06/2014;C14060009209;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;110;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
07/01/2014;07/02/2014;07/02/2014;08/06/2014;C14070001090;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;19;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
10/13/2014;10/14/2014;10/20/2014;11/10/2014;C14100006531;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;141;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
11/13/2014;11/17/2014;11/17/2014;12/03/2014;C14110004604;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;135;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/21/2013;06/24/2013;06/28/2013;07/15/2013;C13060007313;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;50;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
11/06/2013;11/06/2013;12/09/2013;12/03/2013;C13110000864;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;30;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
11/12/2013;11/13/2013;11/14/2013;12/03/2013;C13110003880;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;160;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
11/21/2013;11/21/2013;11/25/2013;12/06/2013;C13110006552;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;50;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
02/03/2014;02/03/2014;02/10/2014;04/02/2014;C14020000111;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;50;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/25/2014;04/25/2014;04/30/2014;06/02/2014;C14040009653;485;TECMACH LOCAÇÃO DE BENS MOVEIS E SERVIÇOS;SP;60;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/16/2013;04/17/2013;04/22/2013;07/01/2013;C13040006109;418;Douglas Barbosa laranjeira;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
05/21/2013;05/22/2013;05/27/2013;07/01/2013;C13050006900;418;Douglas Barbosa laranjeira;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
06/20/2013;06/21/2013;06/26/2013;07/15/2013;C13060006422;418;Douglas Barbosa laranjeira;SP;10;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
08/29/2013;08/30/2013;09/02/2013;09/13/2013;C13080014927;418;Douglas Barbosa laranjeira;SP;25;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
04/01/2014;04/02/2014;04/07/2014;04/30/2014;C14040000354;418;Douglas Barbosa laranjeira;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
08/13/2014;08/14/2014;08/26/2014;11/10/2014;C14080004806;418;Douglas Barbosa laranjeira;SP;20;5;Assistência Técnica;ATLAS LOGÍSTICA LTDA;Encerrada
09/11/2013;09/13/2013;09/16/2013;10/01/2013;C13090003332;438;Botica Comercial Farmacêutica Ltda;PR;150;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Encerrada
10/07/2014;10/13/2014;10/13/2014;12/01/2014;C14100003192;438;Botica Comercial Farmacêutica Ltda;PR;192;7;Empresas / Estados PR; SC e RS;ATLAS LOGÍSTICA LTDA;Encerrada
05/03/2013;05/06/2013;05/13/2013;07/01/2013;C13050001266;473;Consórcio Cidade Ademar Poupatempo;SP;37;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/22/2013;10/22/2013;10/22/2013;11/04/2013;C13100006274;473;Consórcio Cidade Ademar Poupatempo;SP;20;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
02/19/2014;02/19/2014;02/21/2014;04/02/2014;C14020008520;473;Consórcio Cidade Ademar Poupatempo;SP;40;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/02/2014;10/02/2014;10/02/2014;10/02/2014;C14100000924;473;Consórcio Cidade Ademar Poupatempo;SP;18;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/16/2014;10/16/2014;10/17/2014;01/05/2015;C14100009042;473;Consórcio Cidade Ademar Poupatempo;SP;25;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
05/02/2013;05/03/2013;05/06/2013;06/28/2013;C13050000880;481;Empresa Baiana de Águas e Saneamento;BA;127;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
10/04/2013;10/04/2013;10/07/2013;12/03/2013;C13100001124;481;Empresa Baiana de Águas e Saneamento;BA;200;3;Órgãos Públicos e Empresas Estatais;ATLAS LOGÍSTICA LTDA;Encerrada
01/14/2015;01/15/2015;01/16/2015;01/16/2015;C15010003973;488;Rossi Residencial S/A;BA;49;8;Empresas / Estados do Nordeste;ATLAS LOGÍSTICA LTDA;Encerrada
04/18/2013;04/19/2013;04/24/2013;05/29/2013;C13040007008;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;151;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
05/07/2013;05/09/2013;05/13/2013;06/03/2013;C13050002157;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;130;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
06/14/2013;06/17/2013;06/24/2013;06/28/2013;C13060004640;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;203;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
06/27/2013;06/27/2013;06/28/2013;06/28/2013;C13060010454;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;151;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
07/09/2013;07/10/2013;07/15/2013;07/19/2013;C13070003280;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;103;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
08/09/2013;08/12/2013;08/19/2013;08/27/2013;C13080004700;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;70;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
09/17/2014;09/17/2014;09/24/2014;10/27/2014;C14090007000;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;95;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
10/17/2014;10/17/2014;10/17/2014;12/01/2014;C14100009557;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;90;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
11/17/2014;11/18/2014;11/19/2014;12/30/2014;C14110005414;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;75;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
02/27/2014;02/28/2014;03/03/2014;04/02/2014;C14020013442;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;90;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
03/19/2014;03/20/2014;03/24/2014;04/22/2014;C14030006007;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;100;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
05/23/2014;05/26/2014;05/26/2014;07/21/2014;C14050010352;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;69;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
07/23/2014;07/24/2014;07/27/2014;08/28/2014;C14070011052;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;80;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
08/14/2014;08/14/2014;08/14/2014;10/01/2014;C14080004989;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;80;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
09/04/2014;09/04/2014;09/05/2014;09/29/2014;C14090001303;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;70;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
08/28/2013;08/29/2013;09/02/2013;09/13/2013;C13080013521;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;108;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
09/19/2013;09/20/2013;09/23/2013;10/01/2013;C13090006196;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;100;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
10/03/2013;10/03/2013;10/07/2013;10/21/2013;C13100000829;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;106;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
10/23/2013;10/24/2013;10/28/2013;12/03/2013;C13100007246;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;68;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
11/14/2013;11/18/2013;11/19/2013;12/03/2013;C13110005319;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;130;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
01/16/2014;01/16/2014;01/28/2014;02/19/2014;C14010004688;611;PRINT COPY EQUIPAMENTOS E SERVIÇOS LTDA;MS;70;9;Empresas / Estados do Centro-Oeste;ATLAS LOGÍSTICA LTDA;Encerrada
04/22/2013;04/23/2013;04/29/2013;06/04/2013;C13040007776;503;DIRECTA ELETRONICA LTDA;GO;2341;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
05/03/2013;05/06/2013;05/09/2013;06/03/2013;C13050001347;503;DIRECTA ELETRONICA LTDA;GO;60;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
06/25/2013;06/26/2013;07/01/2013;07/16/2013;C13060008204;503;DIRECTA ELETRONICA LTDA;GO;107;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/09/2013;07/10/2013;07/15/2013;08/02/2013;C13070003442;503;DIRECTA ELETRONICA LTDA;GO;50;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
07/30/2013;08/01/2013;08/06/2013;08/16/2013;C13070010570;503;DIRECTA ELETRONICA LTDA;GO;75;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/27/2013;08/27/2013;08/29/2013;09/13/2013;C13080012045;503;DIRECTA ELETRONICA LTDA;GO;69;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/27/2014;10/28/2014;10/28/2014;12/02/2014;C14100012930;1021;DIRECTA ELETRONICA LTDA;GO;180;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/12/2014;08/13/2014;08/14/2014;09/29/2014;C14080004040;503;DIRECTA ELETRONICA LTDA;GO;310;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/22/2014;08/22/2014;08/22/2014;10/02/2014;C14080007147;503;DIRECTA ELETRONICA LTDA;GO;336;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
08/28/2014;08/28/2014;08/29/2014;09/29/2014;C14080009603;503;DIRECTA ELETRONICA LTDA;GO;100;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/10/2014;09/11/2014;09/11/2014;10/27/2014;C14090004833;503;DIRECTA ELETRONICA LTDA;GO;143;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/23/2014;09/23/2014;09/30/2014;10/28/2014;C14090008669;1021;DIRECTA ELETRONICA LTDA;GO;180;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
10/01/2014;10/02/2014;10/06/2014;10/28/2014;C14100000681;1021;DIRECTA ELETRONICA LTDA;GO;160;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/11/2013;09/13/2013;09/18/2013;09/23/2013;C13090003251;503;DIRECTA ELETRONICA LTDA;GO;90;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
09/20/2013;09/20/2013;09/25/2013;10/16/2013;C13090006277;503;DIRECTA ELETRONICA LTDA;GO;84;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/04/2014;02/05/2014;02/10/2014;03/31/2014;C14020001436;503;DIRECTA ELETRONICA LTDA;GO;103;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
02/12/2014;02/12/2014;02/18/2014;04/01/2014;C14020006586;503;DIRECTA ELETRONICA LTDA;GO;98;4;Revendedor;ATLAS LOGÍSTICA LTDA;Encerrada
